sentiment,text
0,Still havent found a job 
1,@DaMatrixDWI see how can u get around the word  love in music or life?! You can't 
1,@pokeyoats is it a test to gauge audience reaction? who ARE you?! 
1,@DaniAlexLuna Have a great night!! Get some sleep for a change!!!  LOL
1,"@deepbluesealove oh cool, I think I am following her but haven't seen her ppst yet "
0,"@beast476 I'm not bad at u, ur just online when Im not, sowwie "
1,@FashionKristin That kinda makes me feel better. Wish more ppl in SA would blog... So I could enter more giveaways  Haha. Sleep well!
1,@unfolder There's no pause button in the game of life. 
0,my head hurts  showwer soon.
1,@nadiaparry all good thanks  how was the move?
1,"@thanktank hey, thank YOU for the shout out "
1,"eating food to keep me awake to watch the soccer. plus, keeps me alert and ready to worry and/or control my anger "
1,@jrock2890 Get 100 followers a day using www.tweeteradder.com Once you add everyone you are on the train or pay vip 
1,"@Roqayah oh wonderful, mashaAllah!  which law school? yay  i'm so proud of you ))"
1,@Hideyourlove But it's still exciting 
0,@rachelmasseybby haha i pictured tommy behind a laptop reading slash and nikki storming into the room yelling &quot;WTF!&quot; and tommy being like 
1,@GoldenFish00 Haha =D didn't had school yesterday either.. 1st of may! your inner calender gets better next week when school starts again 
1,@OfficialAshleyG Let Kellan do Poopy Scoopy Duties hahahahahaha 
0,im gettin a bit desperate...why doesnt twitter take my new pic?! 
0,The red-line (DC Metro) subway/train cars that crashed--sounds like it was at or around my old stop #TakomaPark 
1,@cazob lolz i thought i had but i couldn't rember. awwww that should be goood tho 
1,@mustberae hahaha that's fresh! I gotta get back on that r&amp;b grind now 
1,@klovesNkotb  She will be THRILLED...it's going to be AWESOME watching this concert through her eyes 
0,@decor8: sorry to hear of your loss.  love- your friends at Emmaline Bride
0,hey hey tweeterville how is everyone?? weathers pretty pants 
1,Kings XI in different mooooooood ...yohoooo...!! 2 in 2.... yuvi on hattrick.. go yuvi go..!!  #ipl 79-5
0,Stduying for exams  seeeing @libbyglazer and @princessKENDALL laterrrr! Yayayaayyayy
1,"@5erg Hello, nice to meet you too! Any friend of @ruhanirabin is a friend of mine! Thanks for the tweet. "
1,@ajitmoses SNS adyar... booze + pool 
1,@ColorblindFish Morning! Have a great day 
0,"@sociaIIyawkward I dont think he wants to meet me, so I should just try and move on....I just dont know how to do it!!!    I am not cont.."
1,"gee wiz, how did i manage to get 491 favourites on youtube :p "
1,@haydenblack  My husband in character 4 a shoot  http://bit.ly/1aytgY  He is the ugly redhead in a black dress  Glad u had a rock'n day
0,Headache! PLEASE go away!  My dad wanna bring me to the clinic but I said NO! :/
1,&quot;Blame it on Me&quot; will be a classic.  I have an ear for these things.  
0,"@jayyy143 hmmm, i hope so. and i hope they are okay.  they SEEM REALLY PISSED OFF!"
0,ahhh i'm gonna die farout. VE is doing a video chat now 
1,@siwhitehouse oh dear. Sounds horrid. Best wishes for speedy recoveries to all 
1,~~&gt; @krystynchong @esukop @BuzzEdition @webaddict @seekzpeace They rock! *may be habit forming*   #FollowFriday
1,@c_patz Get 100 followers a day using www.tweeterfollow.com Once you add everyone you are on the train or pay vip 
1,@l_eau they're great!!!!!  I'm always a tad skeptical but at 4am it's much more believable! How have you been hun?
0,@therezzza I have nothing else to do 
1,"5:23 am, and I never did mischief.  Guess I'll go to bed."
0,@meaghankayye so much time off of work already with everything going on this summer. 
1,@hellohayley_ Good luck with you exams; hope you pass them all! 
0,@BendyyStrawz im a freak?  me and you should pull an all nighter next weekend..im painting my room then too! woo
0,"@craigeryowens: Is the contest over?? I just got a camera today, do I still have time? "
0,tommorow it's gonna be sunnnyyy!no rain but friday BIG CLOUDSSS 
1,Good morning y'all!  Eek! Had to re-design site this morning ... all done! Phew! Now to catch up on twitter  *hugs to all*  Missed you!
0,@ginoobear: I'm supposed to go eat shaved ice later too..... Omg I'm gonna explode.  Like Diana's large illness. Haahahhh.
0,@KateEdwards they hurt don't though? There's a huge turnover at the Paddington store. It can make or break a lunch 
0,@TheMadVender and I can't do a thing... 
0,@AdieJonas it was a Rottweiler 
1,@dizzyfeet good witch bad witch? Glinda wasn't ugly 
1,American Apparel makes the softest clothes ever. Love me some AA; no I don't drink! 
0,Before traveling to Belgium I have to wait for the arrival of my hairy friend http://twitpic.com/2kojw. D*mned we is he hanging out? 
0,"i just asked david, james &amp; tom...'can you BBQ fries' &amp;&amp;&amp; they laughed at me  LOL"
1,@OMGAlexander you're fabulous. 
0,Im giving up on twitter. My pic is gone my background is gone..I'm hopeless when it comes to technology!! 
1,@arisaja three slices can still be justified as 'a couple of slices' 
1,@Mizzgena05 Then you better hurry up and get here cos I'm leaving now 
1,@ksavai thats helpful 
1,"@gfalcone601 You're right! The kids are really crazy! But it's funny to watch it, right?  xx"
0,@ladymaryann the free twitter account cant be given somebodys changed the password 
1,@michaelbatty y whats happening? for me im going to P!NK sun night whoop whoop  EXCITED
1,"@mileycyrus you're going to be amazing. best of luck, beautiful  you're going to win!"
1,"@5DollarDinners 8am dr appt for just a grownup is hard enough....but with 2 small kids? Yeah, THAT's a challenge! Grin, bear it, &amp; learn! "
0,@mumbleguy Yay for you. I got nada   Just a grocery list. 
0,Omg my head hurts 
0,@theknickermafia Awwww   Safe journey!
1,@BreBabyIzBadd GOOD . .  
0,JJRogue: Battery dead. The truck won't start 
0,UGH LAURA WHAT HAVE YOU DONE I HAVE NEARLY RUN OUT OF HONEY SOY CHICKEN CHIPS 
0,done for today... soooo tired and my foot still hurts 
0,@Tracy_R cilla fell off the stage dancing to aitken drum in the last show 
1,@JamieMK thanks for #followfriday 
1,cutest thing everrrr  http://bit.ly/6l5eI
1,@an_other awww... kisses make everything better 
0,@Musicangel88  hope you feel better soon.
1,@OweeW neither have i.. meh ohwell 
0,@Prevuze Hey sorry to hear you guys are having such issues.  I just peeked at the photos! lmao
1,@Niamhy Howdy! Thanks for the add 
1,well just done a paper  round in a storm :S then came home. very loud shaking thunder happened therefore th pc turned on automatically 
0,@F1Badger oh dear  Hope it clears up for you - maybe its getting all the rain for the weekend out the way today ;)
1,@joepolitics im going to dm you my number... and a msg. please read! 
0,@keza34 lol he nicked my follower feedback idear 
1,@socalsangels Awww... Its all good. 
0,"@Mbitch19 Hey bb! Its been ages since i've spoken 2 u! Its very quiet in robsten land, I think its gonna be a very long summer "
1,@y2kprawn did you move the DNS over recently? 
1,@MontyRules  I already gave you the link to confirm she is the real Ms Taylor   http://bit.ly/mXgg4
0,O.K I'm off to work!  I have a feeling this is gone to be one long hangover inflicted shift! Laterss!
0,Here come the Twilight awards... 
1,@stephaniepratt Hey girl friend! I have a quick question for you  Standard cut... Read More: http://is.gd/OOV9
1,@plnaugle Nah --- I am just tech cozy.   Just makes sense -- not digitally nothing but comfy.      but will go watch the video
1,@jangles all feedback on wlwbackup welcome 
1,"@ensredshirt Ah, got'cha. I hadn't followed the BK stuff that closely. "
1,"@rapping_fa When you quit tweeting last night and didn't respond, thought the stalker got you!  Of course it might have been a good thing "
0,@stranded_88 American Cowboy sounds like Just Dance... Boo! 
0,@Karina_Escobar why is taht a good thing?I said it first she is such a copy cat  ok imma coment now..nope tomorrow but it;s a swatting sub
1,"Okay it's 6am and I need to sleep, so night or should i say morning? Well i'll say bye instead. so bye! x "
0,@chriscuzzy Would be nice to have time to play the videos! Envy!! 
0,having a tea break. Wish Matt would hurry up and get back from Southampton so he could help me pack 
0,"@BaleBabe66 BF said &quot;oh, I can fix it in the morning&quot; and this morning I heard hims saying &quot;oh no&quot;, I take it that't not a good sign. "
1,(@gossamerchild) Mogwai reminded me why live music is ALWAYS better...note to self: bring earplugs to NIN 
1,@j0shsanch3z haha the more the merrier! 
0,@kruss73 sorry to hear not feelin to good 
0,Cat got another bunny 
0,my foot hurts 
0,is at my friend's. working on three skool projects 
1,@shezDOPEx3 Hey u  Whatchu up too? Isn't it past your bed time?
0,"Sorry about my previous tweet, it's 2 sets to none... "
1,Thanks to everyone who put up with my whinging 
0,can get to sleeep &amp; my phone is asking for PUK code. soo now i cant use it  my phone is terrible
1,@MissAthena Go out then 
1,@patpreezy I loveeee that picture.... 
1,@FlyGirlMeMe I like this pic...and the last one...and the one before that LOL. I'm on my phone so I can't see your bkground though... 
0,"@AceMas21 oh i see, i understand now.....sorry, i have my slow moments! "
0,"Why is it always when I'm awake eveyone else is asleep?  need talkage, it's not even midnight yet. "
1,@g_nizz Your welcome 
1,@Janaaahaa thank you 
1,@turtlez Wait... I'm a web-developer... then it must be pure laziness. 
0,"I want The Maine's Can't Stop, Won't Stop T-Shirt so bad "
0,@dorkabella Oh btw I did try magicians quest again and it doesn't work with my internet  It's lame. And it makes me very very sad :'(
1,@SurbBee at least you get to chill out to new atl now 
1,@Trinitywillow Good night 
1,got to go.... i'll tweet y'all later.. via my phone 
1,#bradiewebb #andyclemmensen #shaundiviney #shortstack #bradiewebb #andyclemmensen #shaundiviney #shortstack 
1,"@WhoIsAlexParker of course!!! It has to be ill stuff though, I'm sure it will be I mean...your friggin ALEX PARKER. "
0,@claudia212 i actually work while i'm in school too. I tried getting more hours during this summer but too many workers. 
0,@andrewschof I can't sky plus ITV as it's an extra channel on my SKY. Sky won't add ITV abroad for some reason 
0,@bethporter10 awwwww!  *cuddle*
1,"@ChrisMDP http://twitpic.com/3ithu - Wow, that is incredible! Happy birthday to your daughter! "
1,@blondechicken  what cu reading?
1,Yep... I'm definitely be in love then! I love admiring beauty. It's 6am and I should have been packed but all I've done is look at asses! 
0,@dannywood is showing off his guns right noe and I can't see them 
0,2day was pretty nice...wish i culd go out thou...am bored here 
0,i think i'm guna cry YouTube Sort it out 
1,@dontforgetchaos your like the flame to a moth! Weird is good! 
0,@lettycheung 12:49 am! i have school tomorrow 
1,"@StaceyWoodward Thanks ^-^ , whats the ghost shows? "
1,"@JessMcFlyxxx good point, totally agree! "
0,@andypandy088 Sorry... was busy and must've missed it.   I didn't have shifting sands here... only one season could fit on my memory stick
1,@WestCoastGal88 lol. I just turned the volume down on my laptop  Dh mutes the tv during commercials and turns up Race Buddy!
1,@TheSimsHub Really? Hooray! Can't wait! 
1,@StonedSteve GO TO BED TWAT go to bed twat go to bed twat (did you hear it echo) 
1,"@daveingland Thx Dave! Hey, if U put a pillow under your head in your avatar we'll know when we're boring U. "
1,one more 1TB drive added to the @drobo! our @drobo is now full of drives 
0,@BW101 aww i feel for you  hot water bottle not helping?
0,@biffgriff Crazy stuff!! I have 50 odd people to invite so i'll get crackin!! You must be so proud!! I love it! I can't go 2day though 
0,someone come over &amp; help me find my shorts? 
0,"@LiaSong Hi! I'm sorry that I missed your earlier tweet ~ I'm feeling much better, thank you for asking. Thursday overnite was tough. "
1,"@LovelyLisa36 Ahhh, mile 23.  Your friends will love seeing your face at that point."
0,@hockeywithjon montreal = rain 
1,@pamjob Lol no I havent! I will try that.  xx
0,@fryfan20 oh no  that's unfair. you haven't had many UP days then ...hmm... hope you will be okay again soon.
0,"@Avahra   *hugs*  You hurry up and get net access, and we'll bitch about him during a game of Uno."
0,"@Shadez Dude, at least call her girl/woman/lady... 'female' sounds too biological; the mental picture gets warped "
1,@lizmoney do you know if there's any pre paid cell cards that has free calls between same provider? 
1,@mkeguy69 have the best time Mikey... 
1,@ginidietrich Weather reports of a week of upper 60s make me happy  Perfect running weather!
1,Just ate domino's wiff my bestie  Gonna attemp to watch The Strangers. 
0,"Greenifyer didn't work for me, made me all black  so here's my new avatar, greenified the (very) oldfashioned way :p"
0,@LAmale I am lost. Please help me find a good home. 
1,who's Andrew marr? he's on the top trending topic at this time. 
1,"Patrick &amp; Anna taking a lunch break while attending the Cleansing Stream Retreat at The Church On The Way, TCOTW  http://snipr.com/jegpp"
1,rb@threebears  w/thanks ? http://blip.fm/~5eop0
1,love listening to paolo nutini! just downloaded his new album 
1,"@tncc24 - yay for getting errands done! oh, an assortment of out-of-my-control things. topped off w/ a crap race, haha "
0,"@Tiredofbeinsexy I haven't gotten it yet, apple is being an asshole  have you?!"
0,@I_enigma at least you have reception to use your mobile as a modem. No fair!  :-P
1,"@aussie_ali lol, I look forward to it  Did you get all your painting done?"
0,@dollarcoin pieces of equipment I'd be likely to use as well~~ too bad I'm poor lol 
1,@solarosa ahhh. no. last time we were there my daughter asked if it was now going to be called johnsville 
1,@ta1sh9 collect? phone call 
1,@vivianchiu LOL. You should buy your mummy flowers 
1,hehe. i made the band listen to MGMT last night and today they're a trending topic. i'm so on track with the hipness 
1,"@PS1968 HA! yes, and it was hours of fun even back then "
1,@VioletsCRUK Awwh have a lovely weekend. Mum has been stayin with us since Oct. Love every minute 
1,@quietestman so very typical of women uh!!! 
0,"@neszlifeasmcrmy nessy  i'm not getting all of my replies, so i never got what you sent yesterday. I wasn't ignoring you. Ily ("
0,@supajulz omg!! you should see my face! My nose n head are proper bright red! And there's big gaps where I was wearing sunglasses!! Arghh 
0,"@carbonmade Damn, you miss the cut then  I'll teach you."
1,"Standing in line at theatre. Gonna watch I Love You, Man with my sis. "
0,"My hands smell like fish and sauce, dang it. "
1,@AnimePeggy Good morning! 
0,off for a bit . going to try and rest my poor head 
1,@BdotStone crazy me? i prefer goofy 
0,@michellecpa im just over being single already  
0,@lizzyron lol I was thinking that too!! But he's probably not too happy right now 
0,"@kiwimmigrator apart from the fact I own a Mac, I'm rubbish at drawing &amp; physics "
1,"@frankparenteau too moody now to give feedback, wouldn't be objective. I'd love to see the site! DM me link, I'll send feedback in the AM "
0,Feeling really fat 
1,@rislim The internets can translate  
0,"@aidanskinner awwwwh, I love everthing else about WP "
0,Not good to be back 
0,I dreamd last nite that my stomach was bleeding badly n I was spitting out blood :S i never remember dreams. y do i only remember bad 1s 
1,@cynthiay29 http://twitpic.com/3e5ys - Cute 
1,LOL. turns out me and @kapilb are distantly related 
1,@juiceegapeach word. 
1,@bloggerdad I'll use that for my next defense. 
1,@BebeZed aww...thank you. Friday is going well. Almost home from work. Hope yours is going well too! 
0,"@pinklou81 Arghh, I can imagine  *hugs*"
0,"@pntbtrkisses is having problems tweeting, twitter says too many tweets, so she's going to take a break and come back...gonna miss ya "
1,@MAp_MAp Ah i wondered why they didn't have it!  it's okay though watch family guy online came to the rescue ha 
1,Pink Floyd updated for the Internet age: &quot;Sign On You Crazy Diamond.&quot; 
1,My best fraaaaand graduated! At her party 
0,@ammaryasir link  I need go on my laptop then sigh.
1,@TheJetOnTNT Yes by far!!! 
0,@ennaoj74 What? What? and What? SMH. 
1,My God said He will never leave me nor forsake me  and that's real.
0,#inaperfectworld @whybluematters would b comin 2 visit me in Australia now instead of at the end of the yr (too far away) 
0,@lisabby what's wrong love...? 
1,"@scrufus Ah, well discovered, hadn't thought to paste someone else's URL. Jonnie's regex must be berked ;) Thanks for that "
0,@TokioHotel4LYF me too....i gots to go shopping tom  i hate dress shopping
1,@bbatiste05 i sure am 
1,@wrigglemania  btw- those were questions you could ask others... wasn't asking YOU those questions... 
0,@x_Maxine_x omggg haha thats sick maxine :^) a would never say something like tht! your being as bad to her as u were to wonetta 
1,On the phone with girlfriend.. agian 
1,this is awesomee 
1,"@bigbakedbean Ooh, thanks!  I just *knew* one had to exist."
1,@arabmula aww u know u deserve it 
1,"@tim_cooke i used to watch the big satellite world image when i was little, sometimes i still do "
0,"@ljauss I will try to get a ticket, but I don't have much hope. Cologne is too far to just drive there and hope for the best. "
1,@Ghostwriter1988 Britain's Got Talent? The dance group Diversity who were just awesome! 
0,@KtLeydon  Now I'm more worried that they'll make me swallow a tablet that I am about getting swine flu xD 
0,@elliottp So sad I missed your Tweetup  Sounds like it went great!
0,@arvinmaruya She's MARRIED for crying out loud! She and her hubby stayed overnight with our class in Eden... She didn't go swimming... 
0,@onoflalks I was one of them once 
0,"@tommcfly Would love it if you guys toured here, really! Philippines tour? "
1,Finishing up some stuff this morning hope to post it before this afternoon 
0,@deanschick i graduate in october 2010. The thing is im studyin in 2 diff places so vacations dont fit 
1,@mongstradamus not bad really. These jeans usually go for $150~200ish each. They were all knocked down to ~$80 in the sale 
0,"@bookishnerd Oh, I'm so sorry.  That's sad regardless of how it happened, but even sadder when it could be prevented."
1,eeek jonas brother 3d movie advert 
0,Just finished getting ready 4 bed... Gunna watch some TV then go 2 bed. Wishing my boyfriend was here 
1,@shinskydadon @crystalsimeoni i have a namesake here?  whod'a thunk. Vipi Somo **waving**
0,@PanNORA @anniemmm It says his account is suspended. (via @emokidsloveme) 
1,Maybe I should get dressed now. 
1,"@Katie_Cakes thank you missy!! I've totally relaxed now. Even if I got a 50 for adam, I still get a 2:1. "
1,Yeah.... 1st taste of vegemite in 2 decades and I still don't like it.  I ate the whole slice of toast though (I'm brave)
1,"@talkinape @pussygaloria007  I broke my arm being a drunk, and now have a stylish titanium plate! http://twitpic.com/6er5u"
1,give us some kisses  @songzyuuup   (treysongz live &gt; http://ustre.am/2txz)
1,@nytimeskristof WoW! which village are you in? 
1,@fallenstar_ Most certainly dear 
1,@MandyBookLover Yes so did I  Some of the Acts are really very cringe worthy! Though I do find it very entertaining.
1,@duggiegirl hi thank you for following me  xx
1,@RubyRose1 one more  please? x
0,SMH @ me... so thought I was over that phase in my life... guess not so it's back to the drawing board. *FML* for real 
1,timothy rawrr i like that name 
1,"@natwallbank yeah, it's the file format, it requires a tiny plugin, but the other two dont, but the Kodak is rubbish! the flip will do me "
0,@workingnana i hope so... but it says rain all week  we get flooded here when it rains too much so i hope that doesnt happen
0,@nickjfrost that's what i tell everyone! their food is the WORST! no one understands my horror. 
0,@Kollies more than just a little scary lol - just the trailer gave me goosebumps  I'm such a wuss
1,WARNING: a dreaded n' infectious disease is spreading around...be very careful...lackohumoratosis can be fatal 
1,@OrangeChuck Thank you! I'm glad to know I'm not the only one  My hubby gets irritated but he's gone so nobody to regulate me. Not good!
1,@sinfulsignorita Hahaha  I got here as quick as I could  how are you?
1,"I'm late, but it's a day off for me.. So u got 25 min to buy booze! "
1,Good Morning back to you!  @AnthonyTilghman
0,"@philwheat The music is fine now, I just want a KFC.... "
0,Dudes where has the sun gone? Ah well got to work anyway 
1,@WinObs  Good Morning  Good to see you
1,@miketopia kk bb  it wouldve been cool for you to come but we can always do it again ;D &lt;3
1,ahhh i love the block feature on twitter...saves so much angst... 
0,"justin already lost mel, sophie and becca! dont let him looose hannah too "
1,@awalaaulia you r amazing my friend ! I like the way you brought the news  very attractive
1,its PISSING DOWN RAIN  so can't sleep now. fuckerrr.
1,@TimNoonan  o.k... will retract coward comments 
0,@VeganSarah33 *hugs* I'm sorry to hear of your loss 
1,@MandyMoos morning hows you today.  
0,@DavidArchie watch this http://twitpic.com/4j8su please reply  love u
1,@sirensgate I'm a short haired fairy werewolf princess. I don't shed. 
1,@WahooPooh Love them  #sproutlovers
1,@kezhound hey there hope you enjoy your sporck tee 
1,@castlemyking summer classes? thanks. you just made my brain explode! *ka-boom* 
1,"@tsunimee I know, I hate having to clean the blender after each use! This way I have a cup for each weekday for work "
0,@TinkersHomeFry Happy Birthday buddy...love you even if I havent shown it   Promise to do better...cross my spleen!
1,"@GeoffDicks Morning! Had pleasant dream's, then had 2 wake up.  what's your plans 2day?? "
0,@moirarogersbree I got choked up with a huge frog in my throat 'cuz it was sad &amp; tragic &amp; bittersweet ending. 
0,@iamdiddy @iambodie ....I hugged my hater 2day. Then told her its #nobitchassnessfriday!!! I'm now in trouble for cursing my mgr. 
0,hey remember wen i wrote i wish ppl could actually sneeze some g's or cough a stack. I need this to actually happen. like NOW. 
0,i have to clean my house today. oh messy life. 
0,Someone in UNITED STATES didn't like Truzzle http://bit.ly/F7LBV  
1,Going to Graduation! 
1,I am working on a mini Warhol for charity. 
0,@resabug It didn't happen  I have other health problems and it was too risky. But they did keep me at the hospital all bloody day -_-
1,"@GavinKnight yeah, I went to two of their other concerts while they were back here last. I was the only one that knew all the songs "
1,"@edlee Cool, my second of the year "
0,"x_x So tired. Need me some caffeine, please? Why are there so many things to do?!  Also, I'll only get my MBP next week. D':"
1,@AngieZherself Hey its ZeroPointLibra for yessaid 
1,i'll update every1 in a few 
0,"Oh, Adrian's trophy will become a collectors' item as soon as next year - Abbey will change their name to Santander. "
1,"@lynnali2 Hello hun, I'm fine thanks  tweeting between jo bs lol how are you?"
1,@Treners I'll remember to look later then 
1,@followthatdog harm them for me too. 
